primaryName,count,mean_rat
Derick Snow,1,7.7
Georges Adet,1,7.7
Hong Lu,1,7.7
Karl Dane,1,7.7
Allen Ginsberg,1,7.7
Tom Curtis,1,7.7
Ljuba Tadic,2,7.7
Ki-Jung Han,1,7.7
Sean Teague,1,7.7
Mark Musto,1,7.7
Sanae Takagi,1,7.7
Horatiu Malaele,1,7.7
Alicia Rubio,1,7.7
Ruy Guerra,2,7.7
Aldo Puglisi,2,7.7
Xiaotian Wang,1,7.7
Yun Luo,1,7.7
Yuzen Yang,1,7.7
Kaito Yoshimura,1,7.7
Fumi Dan,1,7.7
Deren Tadlock,1,7.7
Hannah Alligood,1,7.7
Youk the Bear,1,7.7
Vincent Gauthier,1,7.7
Stéphan Guérin-Tillié,1,7.7
Kimiko Saitô,1,7.7
Mike Mills,1,7.7
Shashank,2,7.7
Gara Takashima,1,7.7
Òscar Jarque,1,7.7
Babak Ansari,1,7.7
Henry McGee,1,7.7
Emmet Byrne,1,7.7
Henry Cele,1,7.7
Hamsa Nandini,1,7.7
Herbert A. Fuchs,1,7.7
Steven Hogan,1,7.7
Laura Cerón,1,7.7
Hind Rustum,1,7.7
Olisa Odele,1,7.7
Bray Poor,1,7.7
John Haslett Murphy,1,7.7
David Whitney,1,7.7
Heather Goldenhersh,1,7.7
Rajit Kapur,1,7.7
Clara Pontoppidan,1,7.7
Zhenda Tian,1,7.7
Adinia Wirasti,2,7.7
Andrew Rothney,1,7.7
Emmanuel Schwartz,1,7.7
Chan-hwan Park,1,7.7
Gabriel Gabrio,2,7.7
André Gabriello,1,7.7
Andrew Ray,1,7.7
Liam Carroll,1,7.7
Beatrice Pons,1,7.7
Chantal Mercier,1,7.7
Ulla Tapaninen,1,7.7
Philippe Goldmann,1,7.7
Jeff Pangman,1,7.7
Biden Hall,1,7.7
F.J. McCormick,1,7.7
Dan Milano,1,7.7
Jean Pélégri,1,7.7
Mikhail Porechenkov,2,7.7
Samantha Shu-Chin Ko,1,7.7
Rune Glifberg,1,7.7
Geraldine Alexander,1,7.7
Pelin Öztekin,1,7.7
Meltem Parlak,1,7.7
Richard Alexander,1,7.7
Anna Ben,1,7.7
Hunter Womack,1,7.7
Turid Haaland,1,7.7
Marcello Cannavale,1,7.7
Stefan Merki,1,7.7
Andrei Popov,1,7.7
Brandon Fobbs,1,7.7
Andrew Caley,1,7.7
Michelle Joyner,1,7.7
Mayya Bulgakova,1,7.7
Hugo Soto,1,7.7
Richard Gaines,1,7.7
John Burton,1,7.7
Toshiyuki Hosokawa,1,7.7
Theodore Liscinski,1,7.7
Nicola Parry,1,7.7
Frank Glaubrecht,2,7.7
Chris Tashima,1,7.7
Biff McGuire,1,7.7
Tom Price,1,7.7
Tom Root,1,7.7
Bonnie Poe,1,7.7
Ahmed Dash,1,7.7
Eliza Rycembel,1,7.7
Anand,1,7.7
Robby Haynes,1,7.7
Li Chen,1,7.7
Sahereh Matin,1,7.7
Francesco Golisano,1,7.7
Toru Kusano,1,7.7
Tony Hawk,1,7.7
Dariusz Toczek,1,7.7
Mr. Ford,1,7.7
Se-beom Park,1,7.7
German Kachin,1,7.7
Lorenzo Quinteros,1,7.7
Kazimierz Kaczor,2,7.7
Emre Özcan,1,7.7
Keng Li,1,7.7
Elizabeth Allen,2,7.7
Peter Buck,1,7.7
Sabumon Abdusamad,1,7.7
Shigeki Hosokawa,1,7.7
Alexander Hammid,2,7.7
Yogendra Tiku,1,7.7
Klaus Tilsner,1,7.7
John Buckwalter,1,7.7
Eric Koston,1,7.7
Ryan Funigiello,1,7.7
Isa Pola,1,7.7
Kate Gilmore,1,7.7
Doris Singleton,1,7.7
Taylor Lawrence,1,7.7
Nicole Félix,1,7.7
Scott Rayow,2,7.7
Alina Pokrovskaya,1,7.7
J.D. Roth,1,7.7
Sumit Kaul,1,7.7
Naamar Sahli,1,7.7
Curtis McClarin,1,7.7
Alex Price,1,7.7
Gabriel Spahiu,2,7.7
Arthur Grosser,2,7.7
Billie Allen,1,7.7
Cyrille Thouvenin,1,7.7
Camille Lou,1,7.7
James Thornton,1,7.7
Kimberly Reed,1,7.7
Ian Thomas,1,7.7
Matthew James Thomas,1,7.7
Adi Carauleanu,1,7.7
Rola Al Amin,1,7.7
Prashant Barot,1,7.7
Clive Swift,1,7.7
Hudhail Al-Amir,1,7.7
Paul Ipate,1,7.7
Deborah Hay,1,7.7
David Rappaport,1,7.7
Touko Aoyama,1,7.7
Dita Von Teese,1,7.7
Christopher Nicholas,1,7.7
Yasar Alptekin,1,7.7
Parzaan Dastur,1,7.7
Yuuki Kuwahara,1,7.7
Gesa Dreckmann,1,7.7
Grace Cave,1,7.7
János Görbe,1,7.7
Maria Naganawa,1,7.7
Sarah Biermann,1,7.7
Dawn Hope,1,7.7
Billy Burden,1,7.7
Kareem Campbell,1,7.7
Robert Gant,1,7.7
Miyoko Akaza,1,7.7
David Vert,1,7.7
Péter Gálfy,1,7.7
Debbie Honeywood,1,7.7
Éva Darlan,1,7.7
Simon Ludders,1,7.7
Steven Anthony Jones,1,7.7
Baby,1,7.7
Moon Ji-In,1,7.7
Steve Daron,1,7.7
Clare Thomas,1,7.7
Aydan Tas,1,7.7
Bart the Bear,1,7.7
Alexis Kara,1,7.7
Enman Gao,1,7.7
Montse Guallar,1,7.7
Tayfun Coragan,4,7.7
Jolie Jackson,1,7.7
Damien Thomas,5,7.7
Robin Houston,1,7.7
Sally Jane Jackson,1,7.7
Mouryaani,1,7.7
David Ross,1,7.7
Dan Povenmire,2,7.7
Lachie Chapman,1,7.7
Romuald Joubé,1,7.7
Jake Cannavale,1,7.7
Frank Gallegos,1,7.7
Roberto Contreras,1,7.7
R.E.M.,1,7.7
Judy Cornwell,1,7.7
Sandy Ratcliff,1,7.7
Sheila Tejada,1,7.7
Selome Emnetu,1,7.7
Noble Babu Thomas,1,7.7
Seylan Baxter,1,7.7
Bernhard Goetzke,1,7.7
Kristin Braut-Solheim,1,7.7
Michael Maltese,1,7.7
Rhys Stone,1,7.7
Melkon Alekyan,1,7.7
Gabriella Conti,1,7.7
Brian McCole,1,7.7
Tom Prior,1,7.7
Katie Proctor,1,7.7
Anikó Iván,1,7.7
Pankaj Jha,1,7.7
Mikhail Svetin,1,7.7
Ralph Saenz,1,7.7
Jene Yeo,1,7.7
Barry Jackson,1,7.7
Janice Phayre,1,7.7
Stuart Silver,1,7.7
Jude Beaumont,1,7.7
Devi Ajith,1,7.7
Guido Alberti,1,7.7
Vilen Galstyan,1,7.7
Jeff Lumby,1,7.7
Phillip Sacramento,1,7.7
Patricia Ja Lee,3,7.7
Aurora Cornu,1,7.7
J. Grant Albrecht,2,7.7
Václav Postránecký,1,7.7
Bryan Rasmussen,1,7.7
Clare Bullus,1,7.7
Mary Merrall,1,7.7
Karimouche,1,7.7
Pete Williams,1,7.7
Elyssa Davalos,1,7.7
Scott Swanson,1,7.7
Bruna Corrà,1,7.7
Adriano Rimoldi,1,7.7
Connie Russell,1,7.7
Jack Larson,1,7.7
Seon-kyeong Jeong,1,7.7
Taylor Dearden,1,7.7
Rojin Younessi,1,7.7
Michael Devine,1,7.7
Isamu Nagato,1,7.7
George Webb,1,7.7
David Villalpando,1,7.7
Rona Hartner,1,7.7
Nathan Bryon,1,7.7
David Beames,1,7.7
Badema,1,7.7
Martin LaSalle,1,7.7
Mark Fleischmann,1,7.7
James Weatherill,1,7.7
Joe Selph,1,7.7
Simbi Kali,1,7.7
Bucky Lasek,1,7.7
Paul Hartman,1,7.7
Tsahi Halevi,2,7.7
Simone Mazzer,1,7.7
The Great Gonzo,1,7.7
Nenad Stanojkovic,1,7.7
Yoshiko Okada,1,7.7
Thom Yorke,1,7.7
Ann Owens,1,7.7
Iosif Pastina,1,7.7
Anna Herrmann,1,7.7
Clément Harari,1,7.7
Kieu Chinh,1,7.7
Herb Vigran,1,7.7
Filip Subaric,1,7.7
Nimmi Harasgama,1,7.7
Ajay Naidu,1,7.7
Robin Mossley,1,7.7
Idil Üner,1,7.7
Colleen Smith,1,7.7
Sumanth,1,7.7
Lara Jean Chorostecki,1,7.7
Olga Baclanova,3,7.7
Minoru Ôki,2,7.7
Kamal Kamaraju,1,7.7
Heather Moudy,1,7.7
John Lasell,1,7.7
Shadi Mar'i,2,7.7
Garnet Harding,1,7.7
Chasten Harmon,1,7.7
I-Chen Ko,1,7.7
Majid Mozaffari,1,7.7
Pierre Batcheff,1,7.7
Zoltán Mucsi,1,7.7
Elio Marcuzzo,1,7.7
Atsuko Enomoto,1,7.7
Ganesh Babu,1,7.7
Savannah Wise,1,7.7
Steffan Chirazi,1,7.7
Ehteshamuddin,1,7.7
Oh Seung Yoon,1,7.7
Jiho Shin,1,7.7
Bob Bainborough,1,7.7
Lyudmila Khityaeva,1,7.7
Anna Pantuckova,1,7.7
Sylvia Bataille,1,7.7
L. Myznikova,1,7.7
Simone Mareuil,1,7.7
Maxime Desjardins,1,7.7
Andrei Boltnev,1,7.7
Zhanna Bolotova,1,7.7
Su-Yun Ko,1,7.7
Georgiy Yumatov,1,7.7
Andrew Bayly,1,7.7
Bayaertu,1,7.7
Brett Watson,1,7.7
Amanda Sandrelli,1,7.7
Robert Shayne,1,7.7
Lisa Kovack,1,7.7
Abdolrahman Bagheri,1,7.7
Yuki Watanabe,1,7.7
Inori Minase,6,7.7
Jonathan Berlin,1,7.7
Tony Papenfuss,1,7.7
Mark Best,1,7.7
Kaitlyn Black,1,7.7
Kurtis O'Brien,1,7.7
Tatiana Papamoschou,1,7.7
Eri Watanabe,1,7.7
Ivan Dixon,5,7.7
Gábor Máté,1,7.7
Desi Arnaz,2,7.7
Claudia Doumit,1,7.7
Khalid Ahmed,1,7.7
Rachel Fielding,1,7.7
Tito Wilson,2,7.7
Lloyd Avery II,1,7.7
Liesel Matthews,1,7.7
Amaneh Ekhtiar-dini,1,7.7
Madi Ekhtiar-dini,1,7.7
May Chin,1,7.7
Erdal Yildiz,3,7.7
David Carlo,1,7.7
Frederick O'Neal,1,7.7
Daniel Hill,1,7.7
Kichiemon Nakamura,2,7.7
Hassan el Baroudi,1,7.7
Margarita Korabelnikova,1,7.7
Hideo Nakaizumi,1,7.7
Franz Enas,1,7.7
Vsevolod Larionov,2,7.7
Emilio Cigoli,1,7.7
Camille Salameh,1,7.7
Michele Santopietro,1,7.7
Takayuki Hamatsu,1,7.7
Yuzuki Akiyama,1,7.7
Sang-Myeon Park,2,7.7
John Patrick Brennan,1,7.7
Bobby Henrey,1,7.7
Razvan Vasilescu,4,7.7
Michael Johnson,1,7.7
Ecem Özkaya,1,7.7
Sung Hoon,3,7.7
Vasiliy Lanovoy,1,7.7
Eddie Orengo,1,7.7
Mohammad Ehteshamuddin,1,7.7
Belladonna,2,7.7
Wavyy Jonez,2,7.7
Daragh O'Malley,17,7.7
Julie Sedgewick,1,7.7
Mitsugorô Bandô,1,7.7
Tiffany Terrell,1,7.7
Anna Moliner,1,7.7
Valerie Bell,1,7.7
Ryu,1,7.7
Zhaoji Jia,1,7.7
Luis Buñuel,1,7.7
David Eddings,2,7.7
Diana Bracho,1,7.7
Vinayakan,5,7.7
Laara Sadiq,1,7.7
Petra Mede,1,7.7
Mike Yager,1,7.7
Zura Begalishvili,1,7.7
Jacqueline Beer,1,7.7
Richard Vernon,2,7.7
Harumi Sakurai,1,7.7
Tadeusz Kondrat,1,7.7
Erika Oda,1,7.7
Minzhi Wei,1,7.7
Caroline Veyt,1,7.7
Robin Kermode,1,7.7
Anna Komolova,1,7.7
Jenny Laroche,1,7.7
Hayden Brown,1,7.7
Inna Churikova,5,7.7
Milan Sekulic,1,7.7
The Frankie Ortega Trio,1,7.7
Greg Fairall,1,7.7
Rohan Mead,1,7.7
Dana Dogaru,1,7.7
Drake Wuertz,1,7.7
Stefanie E. Frame,1,7.7
Javed Sheikh,4,7.7
Christopher Larkin,1,7.7
Mikey Madison,1,7.7
Tsai Chin,1,7.7
Angela Magri,1,7.7
Leon Belasco,1,7.7
Elmarie Wendel,1,7.7
Pippo Santonastaso,1,7.7
Philip York,1,7.7
Harumi Shuhama,1,7.7
Chin Tsai,1,7.7
Françoise Verley,1,7.7
Ben Welden,1,7.7
Anthony Marquez,1,7.7
Benoît Ferreux,1,7.7
Chien-Ho Wu,1,7.7
Mariya Babanova,1,7.7
Inés Vernengo,1,7.7
Lewis Bailey,1,7.7
Shashikala,1,7.7
Georges Desmouceaux,1,7.7
Deborah Kennedy,3,7.7
Daniel Boulanger,2,7.7
Mozhdeh Shamsai,1,7.7
Kari Diesen,1,7.7
Eliska Balzerová,1,7.7
Maia Sethna,1,7.7
Andy Kindler,1,7.7
Pouri Baneai,1,7.7
Tripti Dimri,1,7.7
Andrew Philpot,1,7.7
Sean Barrett,1,7.7
Yu Hye-Ri,1,7.7
Evelyne Didi,1,7.7
Cássia Kis,1,7.7
Leo Wan,1,7.7
Dorian Grover,1,7.7
Carlo Mestroni,1,7.7
Hema,1,7.7
Livia Matthes,1,7.7
Peter's,1,7.7
Noelle Bou-Sliman,1,7.7
Alex Glick,1,7.7
John Herman Shaner,1,7.7
Tony Sampson,2,7.7
Giorgos Kimoulis,1,7.7
Ma Chong,1,7.7
Bool-am Choi,1,7.7
Bindhu Madhavi,1,7.7
Marion Barron,1,7.7
Leo Bill,4,7.7
Brian Belo,1,7.7
Elen Willard,1,7.7
Sally Donovan,1,7.7
Santhosh Jogi,1,7.7
Seung-gi Lee,5,7.7
Yurino,1,7.7
Susan Earl,1,7.7
Gus Barry,1,7.7
Ana Fernández,1,7.7
Gustav Diessl,2,7.7
Jeff Osterhage,1,7.7
Tim Dale,1,7.7
Martin von Haselberg,1,7.7
Dylan Byrne,1,7.7
Henderson Wade,1,7.7
Mischa,1,7.7
Mady Christians,2,7.7
Sebastian Beacon,1,7.7
Lotta Losten,1,7.7
Khigh Dhiegh,1,7.7
William Harrigan,1,7.7
Huike Zhang,1,7.7
Zhigang Zhang,1,7.7
Bose Venkat,2,7.7
Ulrik Cold,1,7.7
Zhizhi Zhang,1,7.7
Jared Gilmore,1,7.7
Tabitha Wady,2,7.7
Philip Le Maistre,1,7.7
Joanne Heywood,1,7.7
Nicola Di Pinto,1,7.7
Radina Kardjilova,2,7.7
Elisabeth Christensen,1,7.7
Sam Morris,1,7.7
Jean Heywood,1,7.7
Turgut Özatay,1,7.7
Karan,1,7.7
Keenan Christensen,2,7.7
Nihal G. Koldas,2,7.7
Sasko Kocev,1,7.7
Paul Outlaw,1,7.7
Jackson Wurth,1,7.7
Mehdi Faghih,1,7.7
Ivan,1,7.7
Bob Bottone,1,7.7
Anna Borkowska,1,7.7
Peter,1,7.7
Rami Sebei,1,7.7
Rodger Corser,4,7.7
François-Marie Banier,1,7.7
Christine Fabréga,2,7.7
Joel Harris,1,7.7
Shay Moore,1,7.7
Hossein Farzi-Zad,1,7.7
Luce Fabiole,1,7.7
Al Fann,1,7.7
David Lea,1,7.7
Saturnin Fabre,1,7.7
Guglielmo Barnabò,1,7.7
Franjo Dijak,1,7.7
Thom Barry,3,7.7
Surya Bonaly,1,7.7
Elya Baskin,1,7.7
Eric Hicks,1,7.7
Ruth Venn,1,7.7
Daman Mills,2,7.7
Reece Dinsdale,2,7.7
Ian Mead Moore,1,7.7
Shohreh Lorestani,1,7.7
Patrick Murney,1,7.7
Lara Hubinont,1,7.7
Zouzou,1,7.7
Amzath Khan,1,7.7
Matti Boustedt,1,7.7
Çetin Basaran,1,7.7
Izidor Serban,1,7.7
Adolfo Margiotta,1,7.7
Joshinder Chaggar,1,7.7
Afshin Khorshid Bakhtiari,1,7.7
X Mayo,1,7.7
Jim Avignon,1,7.7
Dora Volanaki,1,7.7
Ginette Leclerc,2,7.7
Nizam Ergüden,1,7.7
Apti Magamaev,1,7.7
Deniz Arora,1,7.7
Michael Oosterom,1,7.7
Chi-Ying Kao,1,7.7
Yûko Araki,1,7.7
Julie De Bona,1,7.7
Mairi Hronopoulou,1,7.7
Ann Christy,1,7.7
Helmut Bakaitis,1,7.7
Cynthia Kaye McWilliams,1,7.7
Moeka Hoshi,1,7.7
Natalie Dessay,1,7.7
Catherine Kidd,1,7.7
William Christopher,2,7.7
Mark Harelik,1,7.7
Theerapat Sajakul,1,7.7
Neil Grant,1,7.7
Tom Degnan,1,7.7
Ulrich Matthes,4,7.7
Hiroko Nishi,1,7.7
Gary Bond,1,7.7
Gabriella Pallotta,1,7.7
John Voldstad,1,7.7
Tommy Bond,1,7.7
Aari,1,7.7
Chick Ortega,1,7.7
Michele Palermo,1,7.7
Al Muscari,1,7.7
Saara Chaudry,1,7.7
Eskindir Tesfay,1,7.7
Tokie Hidari,1,7.7
Sarah Sutherland,1,7.7
Jassem Mougari,1,7.7
John Agrapides,1,7.7
Dominique Farrugia,1,7.7
Joseph Greca,1,7.7
Dana Dillaway,1,7.7
Cevdet Balikçi,2,7.7
Maya Banno,1,7.7
Charles Esten,1,7.7
Jeffrey D. Sams,1,7.7
Simon Markey,1,7.7
Morgan Watkins,1,7.7
Sun-Jae Kim,1,7.7
Kayo Matsuo,2,7.7
Mark Proksch,3,7.7
István Znamenák,1,7.7
Santhy Balachandran,1,7.7
Brahm Gallagher,1,7.7
Elena Sanaeva,1,7.7
Louisa Connolly-Burnham,1,7.7
Ovidiu Balan,1,7.7
Davidson Knight,1,7.7
Vijay Menon,1,7.7
Joseph Mydell,1,7.7
Jacqueline Laurent,1,7.7
Buzz Kilman,1,7.7
Christene Martin,1,7.7
Tamer Balci,1,7.7
Jorge Luis Moreno,1,7.7
Ted Markland,1,7.7
Danny Wantland,1,7.7
Irena Orska,1,7.7
Juraj Herz,1,7.7
Viviane de Muynck,1,7.7
Krishnamoorthy,1,7.7
Noriko Namiki,1,7.7
Willow Shields,1,7.7
Dmitri Yegorov,1,7.7
Mikaela Krantz,2,7.7
Rae Hendrie,1,7.7
Alexander Schubert,1,7.7
James Kee,1,7.7
Evan Milton,1,7.7
Wendee Lee,17,7.7
Yûki Furukawa,2,7.7
Bala Hijam,1,7.7
Queenie Leonard,1,7.7
Lori Martin,1,7.7
Alicia del Lago,1,7.7
Prim Bulakul,1,7.7
Sayyid El Alami,1,7.7
James Downing,1,7.7
Ellie Heydon,1,7.7
Danielle Walters,1,7.7
Hossein Maloomi,1,7.7
Chad Morgan,1,7.7
Alexander Held,3,7.7
Niek Versteeg,1,7.7
Navya Nair,1,7.7
Aoi Yûki,17,7.7
Richie Campbell,3,7.7
Francesca Bertini,1,7.7
Geetanjali Thapa,3,7.7
Trevor Wright,1,7.7
Diane Bertrand,1,7.7
Hans-Joachim Heist,1,7.7
Marcin Kudelka,1,7.7
Hamish Clark,1,7.7
Brandon López,1,7.7
Vasan Bala,1,7.7
Jeffrey Mowery,1,7.7
Nico Romero,1,7.7
Phillip James Brannon,1,7.7
Toshio Kurosawa,1,7.7
Cynthia Lee MacQuarrie,1,7.7
Ed Sheeran,1,7.7
Aaron Christian Howles,1,7.7
Pina Pellicer,2,7.7
Jeff Plunk,1,7.7
Laila,4,7.7
David Ryall,4,7.7
Bill Berry,1,7.7
Seung-yun Oh,1,7.7
Linda Marsh,1,7.7
Ruriko Asaoka,1,7.7
Aaron Fletcher,1,7.7
Bruno Xavier,1,7.7
Ruth Clifford,1,7.7
Bob Sherman,1,7.7
Penelope Keith,2,7.7
Betty Schuurman,1,7.7
Kirsten Lehfeldt,1,7.7
Bartosz Bielenia,1,7.7
Lea DeLaria,1,7.7
Christian Kuchenbuch,1,7.7
Sidsel Busch,1,7.7
Walter Hampden,2,7.7
Jesse Douglas,1,7.7
Japhet Asher,1,7.7
Alighiero Noschese,1,7.7
Cassi McMullen,1,7.7
Tim Kelleher,1,7.7
Arturo Beristáin,1,7.7
Fabian McCallum,1,7.7
Pierre Blaise,1,7.7
Georg Rydeberg,1,7.7
Madhuri Itagi,1,7.7
Christian Calloway,1,7.7
Brid Brennan,1,7.7
Jae-Ik Lee,1,7.7
Jasmina Douieb,1,7.7
Ashley Artus,1,7.7
Thomas Coombes,1,7.7
Noel Neill,1,7.7
Todd Williams,1,7.7
Maren Pedersen,1,7.7
Jack Kehoe,1,7.7
Harisree Asokan,2,7.7
Kyle Soller,1,7.7
Derick Martini,1,7.7
Esme Creed-Miles,2,7.7
Rachel Shenton,1,7.7
Paul Schulze,1,7.7
Kevin Hayes,1,7.7
Neelam Kothari,1,7.7
Irma Urrila,1,7.7
Moa Malan,1,7.7
Carmela Sazio,1,7.7
Karen Martínez,1,7.7
Vamsi Raghava Yenumula,1,7.7
Jessica Forde,1,7.7
Louis Ducreux,1,7.7
Gigi Suk Yee Wong,1,7.7
Annikki Tähti,1,7.7
Eddie Wong,1,7.7
Yalitza Aparicio,1,7.7
James Russell,1,7.7
Aaron Roberts,1,7.7
Edwina Moore,1,7.7
Juhani Niemelä,1,7.7
Sung-ho Hong,1,7.7
Rena Matsui,1,7.7
Kris Hitchen,1,7.7
Dibyendu Bhattacharya,5,7.7
Dorothy Duffy,1,7.7
Yi-wen Chen,1,7.7
Gar Moore,1,7.7
Natalya Chenchik,1,7.7
Richard Lounello,1,7.7
Sergey Nikonenko,1,7.7
Carlos Peralta,1,7.7
Roger Duchesne,1,7.7
Joseph Muir,1,7.7
Natasha Jonas,1,7.7
Shahrokh Foroutanian,2,7.7
Billy Smith,1,7.7
Bert Woodruff,1,7.7
Craig Rowin,1,7.7
Gaia Scodellaro,1,7.7
Shu-Fang Chen,1,7.7
Corbet Woodall,1,7.7
Rajaj,1,7.7
Rachel Teate,1,7.7
Brendan Hermes,1,7.7
Naveen,1,7.7
Morgan Deare,1,7.7
Josef Köstlinger,1,7.7
Dan Triandiflou,1,7.7
Krishnudu,1,7.7
Shizue Kawarazaki,1,7.7
Necdet Kökes,1,7.7
Eva Meckbach,1,7.7
Leona Vaughan,1,7.7
Radames Pera,1,7.7
Sagar Radia,1,7.7
Ave Ninchi,1,7.7
Tom Audenaert,3,7.7
Melissa Paladino,1,7.7
Derek Newark,1,7.7
Justine Cain,1,7.7
Rachel Winfree,1,7.7
Tamiyo Kusakari,1,7.7
Kostas Kazakos,1,7.7
Lilla Brignone,2,7.7
Rodolfo Domínguez,1,7.7
Shunsuke Kazama,2,7.7
Melchior Derouet,2,7.7
Patricia Hamilton,2,7.7
Carlos Chajon,1,7.7
Abel Folk,1,7.7
Robert Lonsdale,1,7.7
Babe Ruth,2,7.7
Stepan Devonin,1,7.7
Fabia Drake,1,7.7
Logan Hawkes,1,7.7
David Dundas,1,7.7
Szymon Piotr Warszawski,1,7.7
Safar Ali Moradi,1,7.7
Shirley Cheriton,1,7.7
John Hamilton,1,7.7
Sylvia Kay,1,7.7
Chinkal,1,7.7
Diego Cortina Autrey,1,7.7
William Pennell,1,7.7
Jean-Claude Brisseau,1,7.7
Alexi Kaye Campbell,1,7.7
Sonia Dresdel,1,7.7
Patrick Moore,1,7.7
Cristina Scaramuzza,1,7.7
Soham Chakraborty,1,7.7
Masahiko Nishimura,3,7.7
Julie Dray,1,7.7
Axel Bøyum,2,7.7
Igor Pokrajac,1,7.7
Dolly Scal,1,7.7
Jenny De Cesarei,1,7.7
Hamille Rustia,1,7.7
Luciana Fregolente,1,7.7
Defne Yalniz,1,7.7
Jason Charles Miller,1,7.7
Ben Schamma,1,7.7
Robert Van Loon,1,7.7
Ugo Attanasio,1,7.7
John Van Dreelen,2,7.7
Alfie Bloor,1,7.7
Gwen Eckhaus,1,7.7
Mahmud Azizi,1,7.7
Takashi Sasano,1,7.7
Antonella Attili,2,7.7
Teo Briones,1,7.7
Kwang Soo Cha,1,7.7
Zebulon Whatley,1,7.7
Harry Bloor,1,7.7
Richard Brevard,1,7.7
Lennon Stella,1,7.7
Maisy Stella,1,7.7
Yves Beneyton,1,7.7
Javier Ríos,1,7.7
Richard Mather,1,7.7
Bengi Su Dönmez,1,7.7
Cristina Figarola,1,7.7
Ivan Kraus,1,7.7
Joe Macaulay,1,7.7
Zvezda Angelovska,1,7.7
Reizaburô Yamamoto,1,7.7
Ryan Lane,1,7.7
Manuela Martelli,1,7.7
Bill Maxam,1,7.7
Dmitriy Bogdan,1,7.7
Kartikey Tripathi,1,7.7
Sharyn Hillyer,1,7.7
Dave Atkins,1,7.7
Teddy Cohn,1,7.7
Benjamin Gravitt,1,7.7
Zack Gottsagen,1,7.7
Joe Dougherty,1,7.7
Fleur Bennett,1,7.7
Elizabeth Bennett,1,7.7
Henrik Pauer,1,7.7
Július Satinský,1,7.7
Antony Varghese,3,7.7
Charley Lang,1,7.7
Kelly Donohue,1,7.7
Maria Yamamoto,1,7.7
Ian Bell,2,7.7
Justin Braine,1,7.7
Gary T. Carlin,1,7.7
John Fink,1,7.7
Muguet Franc,1,7.7
Svetlana Efremova,1,7.7
Wataru Hatano,3,7.7
Jyrki Kovaleff,1,7.7
Esben Pretzmann,1,7.7
Ludwig Donath,1,7.7
Ross Kemp,1,7.7
Mark O'Halloran,2,7.7
Abrar Zahoor,1,7.7
Abdullah Ali,1,7.7
Don Collier,1,7.7
Katarina Ivanovska,1,7.7
Frederick Vroom,1,7.7
Bill Kennedy,1,7.7
Joe Cairo,1,7.7
Dima Chigaryov,1,7.7
Shorelle Hepkin,1,7.7
Stephen Peacocke,1,7.7
Gabrielle Green,1,7.7
Ernie Goodyear,1,7.7
Brian Scannell,1,7.7
Jack McElhone,1,7.7
Alberto Closas,1,7.7
Erhan Abir,1,7.7
Brian Rohan,1,7.7
Petra Vancíková,1,7.7
Mischa Auer,1,7.7
Stephen J. Lang,2,7.7
Burak Yigit,1,7.7
K.C. Collins,1,7.7
Halina Kowalska,1,7.7
Jacqueline White,1,7.7
Rune Tolsgaard,1,7.7
Brock Everitt-Elwick,1,7.7
Stewart Finlay-McLennan,1,7.7
Tom Clarke Hill,1,7.7
Tim Buckland,1,7.7
Yukiyoshi Ozawa,1,7.7
Sarah Berger,1,7.7
Eslinda Núñez,1,7.7
Steven Martini,1,7.7
Hubert Kelly,1,7.7
Sammy Silverwatch,1,7.7
Scott Wickware,1,7.7
Rocco Fazzolari,1,7.7
Christy Karacas,1,7.7
Bala,1,7.7
Omar Valdés,1,7.7
Ju-Eun Lim,1,7.7
Risa Taneda,6,7.7
Mayumi Yamaguchi,1,7.7
Panteleymon Krymov,1,7.7
Cristóbal Suárez,1,7.7
Kazuaki Nagaya,1,7.7
Anneli Sauli,1,7.7
Laisha Wilkins,1,7.7
Juan Díaz,1,7.7
John Clive,1,7.7
Yuriko Yamaguchi,1,7.7
Sandra Payne,1,7.7
Hisayo Mochizuki,1,7.7
Bob Kelljan,1,7.7
Vladimír Valenta,1,7.7
Makoto Tsumura,1,7.7
Rekha Mallick,1,7.7
Tomoko Yamaguchi,1,7.7
Lindsay Chambers,1,7.7
Albert Henderson,1,7.7
Matías Quer,1,7.7
Rodney Jones,1,7.7
Bill Scott,1,7.7
Chandini,1,7.7
Ian Kelly,1,7.7
DTeflon,1,7.7
Tessa Swigart,1,7.7
Rami Doueiri,1,7.7
Fred Henderson,1,7.7
Pierre Blanchar,1,7.7
Mete Dönmezer,1,7.7
Zhao-Yan Guo-Zhang,1,7.7
Serena Armitage,1,7.7
Sumit Naval,1,7.7
Rebecca Metz,1,7.7
Lucia Oskerova,1,7.7
Lucy Aston,1,7.7
Sheikh Aman,1,7.7
Jenny Maxwell,1,7.7
Augusta Ciolli,1,7.7
Johannes Schneider-Merck,1,7.7
Martin Benson,2,7.7
Kazimierz Wichniarz,1,7.7
Michael O'Brien,1,7.7
Janet Landgard,1,7.7
Daniela Holtz,2,7.699999999999999
Natsumi Takamori,2,7.699999999999999
Nils Poppe,2,7.699999999999999
Allyn Rachel,2,7.699999999999999
Seo-won Jang,2,7.699999999999999
Marcia Warren,2,7.699999999999999
Stefan Brogren,2,7.699999999999999
