primaryName,count,mean_rat
Elizabeth Tabish,1,9.9
Laura Doddington,1,9.9
Noah James,1,9.9
Daniel Keith,1,9.9
Kathy Searle,1,9.9
Douggie McMeekin,1,9.9
Björn Thors,1,9.9
Nick Shakoour,1,9.9
Lara Silva,1,9.9
Naomi McDonald,1,9.9
Young M.A,1,9.9
Tony Triano,1,9.9
Shahar Isaac,1,9.9
James Patrick Nelson,1,9.9
Paras Patel,1,9.9
Jozsef Fodor,1,9.9
Giannis Tzanatos,1,9.8
Dinnerbone,1,9.8
Mark Noble,1,9.8
Bernie,1,9.8
Joergen,1,9.8
Feigi,1,9.8
Water Sheep,1,9.8
Tomohisa Hashizume,2,9.75
Takumi Asahina,1,9.7
Daichi Endo,1,9.7
Hiroaki Okuda,1,9.7
Michael A.L. Fox,1,9.7
Roger Clark,1,9.7
Seiran Kobayashi,1,9.7
Vaishnavi Sharma,1,9.7
Ryan Letourneau,1,9.7
Benjamin Byron Davis,1,9.7
Rosie Sheehy,1,9.7
Mike Ireland,1,9.7
Cali Elizabeth Moore,1,9.7
Nadia Clifford,1,9.7
Mike Deaves,1,9.7
Yureni Noshika,1,9.6
Dhinal Asanga,1,9.6
Jun Mizusawa,1,9.6
Joanne Crawford,1,9.6
Richard Bucher,1,9.6
Radiohead,1,9.6
Senaka Titus Anthony,1,9.6
Rob Wiethoff,2,9.6
Andrew Pulle,1,9.6
Parakrama Jayasinghe,1,9.6
Paul Thornley,1,9.6
Kalana Gunasekara,1,9.6
Thumindu Dodantenne,1,9.6
Maggie Baird,1,9.6
Nishantha Priyadarshana,1,9.6
Thilanga Deshapriya,1,9.6
Julia Bache-Wiig,1,9.6
Udara Abeysundara,1,9.6
Shawn Fonteno,1,9.6
Sergejus Ivanovas,1,9.5
Dimitri Mendoza,1,9.5
Vaishali Kasaravalli,1,9.5
Artemis Holdenberry,1,9.5
Nalini Murthy,1,9.5
Marie Wilson,1,9.5
Robert E. Lee,1,9.5
Sandra Borgmann,1,9.5
Ryan Haywood,1,9.5
Lake Markham,1,9.5
Sophia Marzocchi,1,9.5
Tatjana Beljakova,1,9.5
Mason Jewes,1,9.5
Maja Cuckovic,1,9.5
Zoran Radmilovic,1,9.5
Phineas Terrontino,1,9.5
Kristian Denver Diaz,1,9.5
Adam Burton,1,9.5
Helena Pieske,1,9.5
Faraz Inam,1,9.5
Jayanth,1,9.5
Gareth Calway,1,9.5
Raghuram Sitaram,1,9.5
Bory Caxter,1,9.5
Jeremy Dooley,1,9.5
Elisabeth Rioux,1,9.5
Faraz Khan,1,9.5
Shahnaz Khwaja,1,9.5
Qasim Khan,1,9.5
Richard S. Castellano,1,9.5
Suhashini Adarkar,1,9.5
Rohit Srinath,1,9.5
Heather Halley,2,9.5
Logan Gervais,1,9.5
Aliser Ramos,1,9.5
Spider Madison,1,9.5
Abdullah Mehmood,1,9.5
Wiqar Ahmed,1,9.5
Carlotta von Falkenhayn,1,9.5
Rana Shahbaz Khan,1,9.5
Aarshid Kazmi,1,9.5
Rafar Moeen,1,9.5
Malik Ata Muhammad Khan,1,9.5
Kriss Dillon,1,9.5
Master Manjunath,1,9.5
Patrick McHale,1,9.5
Milan 'Caci' Mihailovic,1,9.5
Jack Pattillo,1,9.5
Chetan,1,9.5
Joy Regullano,1,9.5
Suzetta Miñet,2,9.5
Bloody Hairy,1,9.5
Brett Allen,1,9.5
Zeeq,1,9.5
Doug Cockle,6,9.416666666666666
Shiori Mikami,7,9.414285714285715
Sofia Park,1,9.4
Irina Kompa,1,9.4
Young Maylay,1,9.4
Yolanda 'Yo-Yo' Whittaker,1,9.4
Anita Moreno,1,9.4
Shaukat Akbar,1,9.4
Goomba,1,9.4
Dorothy Dent,1,9.4
Suchanda,1,9.4
Monica Horgan,1,9.4
Adrine Boydjian,1,9.4
Guy Cihi,1,9.4
Jakey Breckenridge,1,9.4
Brock Lee,1,9.4
Alina Lopatuk,1,9.4
Ios Alex,1,9.4
Rosy Samad,1,9.4
Silvia Campos,1,9.4
Tomoko Hirao,1,9.4
Joe Micheals,1,9.4
Pookie,1,9.4
Kôji Takeda,1,9.4
Marisha Ray,1,9.4
Noboru Yamaguchi,1,9.4
Jennifer Dong,1,9.4
Gary Anthony Sturgis,1,9.4
Peep,1,9.4
Brad Abrell,2,9.399999999999999
Akari Kitô,2,9.350000000000001
Leilani Jones,2,9.350000000000001
Aude Sedjar,3,9.333333333333334
Brandon J. Dirden,6,9.316666666666668
Hanna Albright,1,9.3
Craig Arnold,1,9.3
Rick Adler,1,9.3
Ben Anderson,1,9.3
Barbara Whitlow,1,9.3
Carey Cannon,1,9.3
Shivam Kakar,1,9.3
Maddie Rice,1,9.3
Kunal Aneja,1,9.3
Jana Camp,1,9.3
Tim McAdams,1,9.3
Sunakshi Grover,1,9.3
Sachin Kathuria,1,9.3
Risa Uchida,1,9.3
Niles Stewart,1,9.3
Stuart Charno,1,9.3
Jean Charney,1,9.3
Nik Howden,1,9.3
Jonathan Fahn,1,9.3
Floyd 'Red Crow' Westerman,1,9.3
Tanya Maniktala,1,9.3
Kimberly Forsythe,1,9.3
Michael Denk,1,9.3
Gloria Winship Ayon,1,9.3
Cansin Senel,1,9.3
Hiroshi Fujioka,1,9.3
Neelu Dogra,1,9.3
Bob Hevelone,1,9.3
Will F. Young,1,9.3
Ray Barnes,1,9.3
Michael Alspaugh,1,9.3
Shane Ayon,1,9.3
John Kim,1,9.3
Corey Marshall,1,9.3
Merve Polat,1,9.3
Kimberly DiPersia,1,9.3
Michael Andolini,1,9.3
Anushka Sharma,1,9.3
Bill Grant,1,9.3
Audrey Boustani,1,9.3
Deepesh Sumitra Jagdish,1,9.3
Philip Barantini,5,9.3
Damien Boisseau,1,9.3
Dov Lebowitz-Nowak,1,9.3
Purnendu Bhattacharya,1,9.3
Jack Packard,1,9.3
Victor C. John,1,9.3
Seiro Ogino,2,9.3
Ronnie Rodriguez,1,9.3
Ian Carter,2,9.3
Danny Ligairi,1,9.3
Aneese Khamo,1,9.3
Marcelle Magnaval,1,9.3
Jessee Foudray,1,9.3
Jay Bauman,1,9.3
Pagie Wilson,1,9.3
Alan Belod,1,9.3
Josh Davis,1,9.3
Ronald A. Hilbert,1,9.3
Robert Jefferson,1,9.3
Alexandra Boyd,3,9.299999999999999
Kishô Taniyama,15,9.280000000000001
Michael Potts,9,9.266666666666666
Keri Lynn SanFelippo,2,9.25
Tim Higgins,2,9.25
John Steven Rocha,2,9.25
Costa Ronin,6,9.233333333333334
David Bourdier,3,9.233333333333333
Peter Drost,4,9.225
Kenn Ashe,2,9.2
Rafik Ali Ahmad,1,9.2
Giorgi Tsaava,1,9.2
Yuu Chen,1,9.2
Florent Duché,1,9.2
Philippe Létève,1,9.2
Mary Katherine Ham,1,9.2
George Keymas,1,9.2
Daniel Fine,1,9.2
Pets Tseng,1,9.2
Ravi Jhankal,1,9.2
Jane Gennaro,1,9.2
Abed Fahd,1,9.2
Pranav Bhasin,1,9.2
Helle Virkner,1,9.2
Jameel Khan,1,9.2
Rose Marie Brown,1,9.2
Chad Bannon,1,9.2
Poppy Gloria,1,9.2
Ruthie Henshall,1,9.2
Goga Barbakadze,1,9.2
Alejandro Fiore,1,9.2
Prem Bedi,1,9.2
Önder Selen,1,9.2
Joshua Orpin,1,9.2
Curran Walters,1,9.2
Arunabh Kumar,1,9.2
Benny Hansen,1,9.2
Jihad Saad,1,9.2
S.V. Ranga Rao,1,9.2
Honduras,1,9.2
Radhika Kumaraswamy,1,9.2
Laura van Tol,1,9.2
Michael Guinn,2,9.2
Calvin C. Winbush,1,9.2
Valentin Oppermann,1,9.2
Arun Kumar,1,9.2
William Vanderpuye,1,9.2
Nick Apostolides,1,9.2
BarBara Luna,1,9.2
Hannah Long,1,9.2
Urvi Singh,1,9.2
Eliza Pryor,1,9.2
Anna Jane Jackson,1,9.2
Martin Jarvis,1,9.2
J.C. Lin,1,9.2
Asli Öyken,1,9.2
Najah Alabdullah,1,9.2
Farah Baciso,1,9.2
Steven Barr,1,9.2
Lobo Chan,1,9.2
John Chancellor,1,9.2
Wesley Salter,1,9.2
Stacy Liu,1,9.2
Crystal Weiderman,1,9.2
Nino Koridze,1,9.2
Harish Peddinti,1,9.2
Ravi Gowda,1,9.2
Naveen Krishna,1,9.2
Prasad Reddy,1,9.2
Rakesh Sahu,1,9.2
Salloum Haddad,1,9.2
Baghi Chandel,1,9.2
Ming-Shuai Shih,1,9.2
Ibrahim Selim,1,9.2
Ralph Barbagallo,1,9.2
Kenneth Beck,1,9.2
Walter Gotell,1,9.2
Bijori Barkatullah,1,9.2
Ryan Ridley,1,9.2
William DeMeo,1,9.2
Ruhi Khan,1,9.2
Ahan Nirban,1,9.2
Alyssa Chia,1,9.2
Kartik Dutta,1,9.2
Bhajarangi Loki,1,9.2
Jaimini Pathak,1,9.2
Ayhan Kavas,1,9.2
Carola Reyna,1,9.2
Nick Herman,1,9.2
Somesh Agarwal,1,9.2
Patrick Hume,1,9.2
Christian Steyer,1,9.2
Yusra Warsama,1,9.2
Luis Mottola,1,9.2
Duke Lafoon,1,9.2
Kakha Kintsurashvili,1,9.2
Naved Aslam,1,9.2
Imeda Arabuli,1,9.2
Adam Bobrow,2,9.2
Revathi Pillai,2,9.2
David Blair,1,9.2
Malene Schwartz,1,9.2
Aleko Begalishvili,1,9.2
Sheng-hao Wen,1,9.2
Jano Izoria,1,9.2
Donavon Warren,1,9.2
Tony Sirico,1,9.2
Sunita Rajwar,1,9.2
Asa Maynor,1,9.2
Kang Ren Wu,1,9.2
Masuma Rahman Nabila,1,9.2
Carla Brandberg,1,9.2
Partho Barua,1,9.2
Michael Sorvino,1,9.2
Akanksha Thakur,1,9.2
Stephanie Panisello,1,9.2
Jennifer Howard,1,9.2
Alev Sezer,1,9.2
Buster Larsen,1,9.2
Pei-Li Tsai,1,9.2
Diana Gettinger,1,9.2
Sukanya Kulkarni,1,9.2
Ava Potter,1,9.2
Walter Kreye,1,9.2
Giorgi Abashidze,1,9.2
Federico D'Elía,1,9.2
Colm Wilkinson,1,9.2
Pasta Dioguardi,1,9.2
Zuhair Abdlulkarim,1,9.2
Alam Khan,1,9.2
Jørgen Buckhøj,1,9.2
Maxine Stuart,1,9.2
Tracy Chou,1,9.2
Haluk Kurtoglu,1,9.2
Mehmet Ege,1,9.2
Brij Bhushan Shukla,1,9.2
Jamie Osborne,1,9.2
Bachuki Dogonadze,1,9.2
Kate Harvey,1,9.2
Kempegowda,1,9.2
Burjor Dastur,1,9.2
Chris Tann,1,9.2
Stoney Emshwiller,3,9.166666666666666
Melanie Chandra,29,9.155172413793103
Collin Dean,2,9.15
Saki Fujita,4,9.15
Albert Valentine,2,9.149999999999999
Carole Ruggier,2,9.149999999999999
Ewan Mitchell,3,9.133333333333333
Yui Ishikawa,51,9.11764705882353
Daniel Roberts,1,9.1
Hira Ashar,1,9.1
Jaz Adams,1,9.1
Keni Thomas,1,9.1
Praveena Deshpande,1,9.1
Vince Viverito,1,9.1
Anthony Brady,1,9.1
Thessaly Lerner,1,9.1
Sadie Sink,1,9.1
Deepika Chikhalia,1,9.1
Pooja Bhamrrah,1,9.1
Susan Papa,1,9.1
Winola Wong,1,9.1
Moon Lee Ho,1,9.1
Jay Aaseng,3,9.1
Olivia Mace,1,9.1
Lili Troncale,1,9.1
Edward Sonnenblick,1,9.1
Khris Davis,3,9.1
Ed Smaron,1,9.1
Julien K. d'Arsyn,8,9.1
Alexandra Sakelaropoulou,1,9.1
Rambo Amadeus,1,9.1
Apoorva Arora,1,9.1
Ana Tsereteli,1,9.1
George Ball,1,9.1
Miroslav Fabri,1,9.1
Dan Owsen,1,9.1
John Braden,1,9.1
Emma Campbell-Jones,1,9.1
Dusan Stojanovic,1,9.1
Samir Rajda,1,9.1
Jane Beller,1,9.1
Slobodan Custic,1,9.1
Kiemlang Tjong,1,9.1
Gea Retar,1,9.1
Uddika Premarathna,1,9.1
Sachi Matsumoto,1,9.1
Eric Ray Anderson,1,9.1
Jane Jacobs,2,9.1
Gogi Turkiashvili,1,9.1
Milutin Butkovic,2,9.1
Olga Damani,1,9.1
Regina Lund,1,9.1
Bipasha Hayat,1,9.1
Sofiya Kuzeva,1,9.1
Farida Patel Venkat,1,9.1
Sadhana,1,9.1
Asaduzzaman Noor,1,9.1
Susan Cummings,1,9.1
Charlie Cameron,1,9.1
Novak Bilbija,1,9.1
Dina Mihailidou,1,9.1
Elvis J. Kurtovich,1,9.1
Maurício Gonçalves,1,9.1
Anna Ador,1,9.1
Svetla Todorova,1,9.1
Sally Cahill,1,9.1
Arvind Trivedi,1,9.1
C.J. Brown,1,9.1
Jason Cecil,1,9.1
Raymond Choi,1,9.1
Joe Whyte,1,9.1
Spike Edney,1,9.1
Peter Benedict,1,9.1
Sejo Sexon,1,9.1
Justin Anselmi,1,9.1
Poppy Jabbal,1,9.1
Nondini Chatterjee,1,9.1
Sunil Barve,1,9.1
Aleksandar Gligoric,1,9.1
Drazen Jankovic,1,9.1
Helen Stenborg,1,9.1
David Gitin,1,9.1
Dilhani Ekanayake,1,9.1
Marco Nanini,1,9.1
Maria Granlund,1,9.1
Nicci T. Carr,1,9.1
Lela Bliss,1,9.1
Neslihan Aker,1,9.1
Nicole Orth-Pallavicini,1,9.1
Roger Raines,1,9.1
Sandra Wane,1,9.1
Mark Meer,1,9.1
Marija Bergam,1,9.1
Jennifer Server,1,9.1
Rammakant Daayama,1,9.1
Jonathan Davis,1,9.1
Mrinmayee Deshpande,1,9.1
Lindsey Ginter,1,9.1
Sunil Lahri,1,9.1
Ohan Ghazarian,1,9.1
Menaka Peiris,1,9.1
Jay Reso,1,9.1
Dragoljub Ljubicic,1,9.1
Murphy Cross,2,9.1
Yaani King Mondschein,1,9.1
Kevin Bayliss,1,9.1
Alesia Glidewell,1,9.1
Ken Lobb,1,9.1
Giorgi Megrelishvili,1,9.1
Kôji Tobe,1,9.1
David Gant,1,9.1
Rezo Chkhikvishvili,1,9.1
Misty Lee,1,9.1
Sanjay Jog,1,9.1
Liz Mamorsky,1,9.1
Victoria Ansell Gauvin,1,9.1
Dolly Johur,1,9.1
Mukesh Rawal,1,9.1
Michael Chochol,1,9.1
Zenit Djozic,1,9.1
John Ahlin,1,9.1
Heidi Anderson-Swan,1,9.1
Strahinja Bojovic,1,9.1
Marko Gvero,1,9.1
Anjali Ameer,1,9.1
Nalin Dave,1,9.1
Louis Aguirre,1,9.1
Dot-Marie Jones,1,9.1
Harleen Sethi,1,9.1
Ankit Motghare,1,9.1
Sana Javed,1,9.1
Lydia Makrides,1,9.1
Anmol Parnami,1,9.1
Sofija Jovic,1,9.1
Katherine von Drachenberg,1,9.1
Paula Tiso,1,9.1
Medha Manjrekar,1,9.1
Liane Schirmer,1,9.1
Nikola Skoric,1,9.1
Dejan Cirjakovic,1,9.1
Tracey Childs,1,9.1
Deborah Kaufmann,1,9.1
Dimitrije Banjac,1,9.1
Maria Protopappa,1,9.1
Mari Maruta,1,9.1
Keith Compton,1,9.1
Roshan Ravindra,1,9.1
Ginny Westcott,1,9.1
Kenji Yamamoto,1,9.1
Jahzir Bruno,1,9.1
Bradley Klein,2,9.05
Geneviève Doang,2,9.05
Star Wars Theory,2,9.05
Steven T. Bartlett,2,9.05
Andrew Branch,2,9.05
Ranjan Raj,2,9.05
Andrew Branch,2,9.05
Donna Burke,2,9.05
Nebojsa Dugalic,2,9.05
Jesse Gomez,2,9.05
Olivia Olson,2,9.05
Chuck Kourouklis,2,9.05
Thea Sofie Loch Næss,2,9.05
John Mahon,2,9.05
Harry Kirton,3,9.033333333333333
Jane Leeves,3,9.033333333333333
Tom Philipp,3,9.033333333333333
Yôji Ueda,3,9.033333333333333
Ethan Herisse,5,9.02
Asante Blackk,5,9.02
Michael Cristofer,28,9.003571428571428
Bruno Pelletier,1,9.0
Anna Grace Barlow,1,9.0
Miona Markovic,1,9.0
Anouar H. Smaine,1,9.0
Radha Bessy,1,9.0
Sin-young Lee,1,9.0
Paul Ainsley,1,9.0
Joon-sang Tang,1,9.0
Carrie Hamilton,1,9.0
Praveena Paruchuri,1,9.0
Ivan Krystev,1,9.0
Anya Pencheva,1,9.0
Chris Nelson Norris,1,9.0
Jay Overholts,1,9.0
Kesava Karri,1,9.0
Hazem Zedan,1,9.0
Behroze Sabzwari,1,9.0
Rousy Chanev,1,9.0
Jason Issokson,1,9.0
Sanam Saeed,1,9.0
Clara Kim,1,9.0
Richard Katz,1,9.0
Joann Whang,1,9.0
Barry Atwater,1,9.0
Sara Kashif,1,9.0
Sunnyy Balloria,1,9.0
Shôta Yamamoto,1,9.0
Cadden Jones,1,9.0
Jamie Richards,1,9.0
Mark Grigsby,1,9.0
Nevena Kokanova,1,9.0
Dae-Hoon Choi,1,9.0
Badrish Chhabra,1,9.0
Peggy Jo Jacobs,1,9.0
Anita Mancic,1,9.0
Atiqa Odho,1,9.0
Bora Karaca,1,9.0
Ben Peck,1,9.0
Donatienne Dupont,1,9.0
Noor Hassan,1,9.0
Garrison Keillor,1,9.0
Xiaoran Guo,1,9.0
Samina Peerzada,1,9.0
Gulnaz Siganporia,1,9.0
Lyuben Chatalov,1,9.0
Jane McCarry,1,9.0
Yongdai Ding,1,9.0
Jack Lee,1,9.0
Rishiraj Pawar,1,9.0
Nipun,1,9.0
Hong Wang,1,9.0
Xihe Tan,1,9.0
Long Chen,1,9.0
Linda,1,9.0
Griffin Lennon,1,9.0
Mahdi Chalkhaoui,1,9.0
Akiko Kômoto,1,9.0
Adriana Matoshi,1,9.0
Eiji Maruyama,1,9.0
Bradley Klein,1,9.0
Jack Ritschel,1,9.0
Sanjeev Kohli,1,9.0
Jay Abdo,1,9.0
Irene Ann Burt,1,9.0
Ayaka Suwa,1,9.0
Mehyar Khaddour,1,9.0
Osamu Hosoi,1,9.0
Rahul Lakshman,1,9.0
Timothy Innes,1,9.0
Jung-hyun Kim,1,9.0
Tirra Dent,1,9.0
Naomi Kusumi,2,9.0
Arleen Sorkin,3,9.0
Katarzyna Piwowarczyk,1,9.0
Hélène Ségara,1,9.0
Cecil Baldwin,2,9.0
Ania Sowinski,1,9.0
James Martin,1,9.0
Chris Britton,1,9.0
Patrick Fiori,1,9.0
Paul Roebling,1,9.0
Garou,1,9.0
Chinmay Chandraunshuh,1,9.0
Daniel Lavoie,1,9.0
Jin Urayama,1,9.0
Maura Gale,1,9.0
Rana Jung Bahadur,1,9.0
Jenny Galloway,2,9.0
Barbara Burgess,1,9.0
Mohan Bhagat,1,9.0
Taraka Rama Rao Nandamuri,2,9.0
Mintao Liu,1,9.0
Robert McCord,1,9.0
Qaiser Naqvi,1,9.0
James Turley,1,9.0
Akira Sasanuma,1,9.0
Jessica Straus,1,9.0
Naveen Waqar,1,9.0
Saba Faisal,1,9.0
Su-bin Yoo,1,9.0
Himika Bose,1,9.0
Rakeen Saad,1,9.0
Ragini Rishi,1,9.0
Kyung-won Yang,1,9.0
Sardar Sohi,1,9.0
Liana Young,1,9.0
Lara Cody,2,9.0
Suhasi Dhami,1,9.0
Ed Trotta,1,9.0
Hironori Miyata,1,9.0
Kenneth Ian Davis,1,9.0
Fatmire Sahiti,1,9.0
Mehreen Raheel,1,9.0
Christopher Randolph,2,9.0
Savitri,2,9.0
Japji Khaira,1,9.0
Max Freeman,1,9.0
Mansha Pasha,1,9.0
Fethi Haddaoui,1,9.0
Samer Ismail,1,9.0
Nadia Rochelle Pfarr,1,9.0
Jiten Lalwani,1,9.0
Inezh,1,9.0
Stanislaw Gawlik,1,9.0
Charlie Kraslavsky,1,9.0
Rob Cantor,1,9.0
Mohamad S. Alrefai,1,9.0
Kanwar Nafees,1,9.0
Greg Smith,1,9.0
Rebecca Holtz,1,9.0
Fujiko Takimoto,4,9.0
Junji Kitajima,1,9.0
Arthur Miller,1,9.0
Rakie Ayola,1,9.0
Puja Bose,1,9.0
Zubin Sedghi,1,9.0
Astrit Kabashi,1,9.0
George Black,1,9.0
Waseem Abbas,1,9.0
Zied Touati,1,9.0
Rashmi Agdekar,1,9.0
Semra Özdamar,1,9.0
Wei-De Huang,1,9.0
Omkar Kulkarni,1,9.0
Carrie Gordon Lowrey,1,9.0
Dilip Merala,1,9.0
Bob Einstein,3,8.999999999999998
Charles Michael Davis,15,8.993333333333334
Raza Jaffrey,19,8.978947368421052
Dominic Armato,4,8.975
David Attenborough,7,8.971428571428572
Kevin Chapman,106,8.970754716981128
Marina Inoue,55,8.969090909090909
Danielle Fishel,3,8.966666666666667
Hideaki Tezuka,3,8.966666666666667
Harry McEntire,4,8.95
Shalom Kolontarov,2,8.95
Arun Govil,2,8.95
Lior Kolontarov,2,8.95
Clare Corbett,2,8.95
Nikhil Vijay,2,8.95
Mark Rowley,9,8.944444444444443
Maja Schöne,5,8.94
Tsuguo Mogami,5,8.919999999999998
Michaela Jill Murphy,36,8.905555555555555
Anna Gunn,66,8.901515151515154
Dex Manley,1,8.9
Ephraim Benton,1,8.9
Gule Rana,1,8.9
Abdallah Gheith,1,8.9
Karlee Perez,1,8.9
Ami Kosaka,1,8.9
Hannah Telle,1,8.9
Ella Lee,1,8.9
Moti Margolin,1,8.9
Brett Soll,1,8.9
Paul Bullion,1,8.9
Dimitra Syrou,1,8.9
Bulbul Ahmed,1,8.9
Paul Bown,1,8.9
Dani Knights,1,8.9
Arvind Vaidya,1,8.9
Valerie Mikita,1,8.9
Savita Bhatti,1,8.9
Yosif Shamli,1,8.9
Rajesh Jolly,1,8.9
Saurabh Raj Jain,2,8.9
Eric Campbell,1,8.9
Kôzô Mito,1,8.9
Carolyn O'Neil,1,8.9
Sahil Verma,1,8.9
Mark Benninghoffen,1,8.9
Remi Gooding,1,8.9
Károly Hrotkó,1,8.9
James Northcote,3,8.9
HeadKrack,1,8.9
Neena Cheema,1,8.9
Ali Achmed Taram,1,8.9
István Avar,1,8.9
Marian Valev,1,8.9
Jacqui Ainsley,1,8.9
Zhuocheng Wang,1,8.9
Yuchen Cao,1,8.9
Ryan Barger,1,8.9
Li Ji,1,8.9
Harun Can,1,8.9
Michael Hollick,1,8.9
Mikhail Zharkovsky,1,8.9
Carl Thibault,1,8.9
Ebru Saritas,1,8.9
Faryal Mehmood,1,8.9
Yibo Wang,1,8.9
Caitlin Gallogly,1,8.9
Robin Summers,1,8.9
Devender Mundepi,1,8.9
Alex Harrouch,1,8.9
Vlassis Bonatsos,1,8.9
Sezer Soykok,1,8.9
Binny Grover,1,8.9
Payal Chaudhary,1,8.9
Ekaterina Gradova,1,8.9
Leon Ockenden,1,8.9
Tracy Stratford,1,8.9
Angela Wildflower,1,8.9
Bin Yu,1,8.9
Mihir Ahuja,1,8.9
Sushant Tanwar,1,8.9
John Challis,1,8.9
Gwyneth Strong,1,8.9
Giorgos Giannopoulos,1,8.9
Arun Saha,1,8.9
Murat Serezli,1,8.9
Chetna Pandey,1,8.9
Zhan Xiao,1,8.9
Durrell 'Tank' Babbs,1,8.9
Ivaylo Zahariev,1,8.9
Rupali Ganguly,1,8.9
Stefanie Joosten,1,8.9
Na-ra Oh,1,8.9
Teimuraz Chirgadze,1,8.9
Tom Woodruff Jr.,1,8.9
Leigh Jackson,1,8.9
Holly Wortell,1,8.9
David Harris,1,8.9
Assaf Cohen,1,8.9
Helen Burns,1,8.9
Kyle Ploof,1,8.9
Mihail Bilalov,1,8.9
Nutan Prasad,1,8.9
Shane McNair,1,8.9
Madlyn Rhue,1,8.9
Alex Dumas,1,8.9
Michael Barken,1,8.9
G.V. Shivanand,1,8.9
Ellen McLain,3,8.9
Ghanshyam Nayak,1,8.9
Zoey Brown,1,8.9
Christina Grady,1,8.9
James Michael Tyler,1,8.9
György Bánffy,1,8.9
Georges Colazzo,3,8.9
Mike Powers,1,8.9
Zsolt Végh,1,8.9
Gwen Castaldi,1,8.9
Nik Shriner,1,8.9
Taner Sahin,1,8.9
Matthew Kaye,1,8.9
Lyuben Kanev,1,8.9
Robert Tygner,1,8.9
Toru Kawai,1,8.9
Shubashish,1,8.9
Shafquat,1,8.9
LUV,1,8.9
Rajesh Kumar,1,8.9
Mak Wilson,1,8.9
Martin Azarow,1,8.9
Ji-Ah Lee,1,8.9
Piera Coppola,1,8.9
Michael Reid MacKay,1,8.9
Tami Donner Harrison,1,8.9
Sam Douglas,1,8.9
Alberto Bonilla,1,8.9
Derek Duke,1,8.9
Shubham Gaur,1,8.9
Harsha Chemudu,1,8.9
Vampiro,1,8.9
Sue Holderness,1,8.9
Neslihan Ulusoy,1,8.9
Judi Beecher,1,8.9
Geoff Ramsey,2,8.9
Kristian Hodko,1,8.9
Justin Borden,1,8.9
Ella Smith,1,8.9
Rick Knox,1,8.9
Jonathan Bryce,1,8.9
Linda Canyon,1,8.9
Sankaradi,1,8.9
Shaan Baig,1,8.9
Gina Patrichi,1,8.9
Alkoya Brunson,1,8.9
Ilhami Uludag,1,8.9
Klári Tolnay,1,8.9
James Otis,1,8.9
Kenneth MacDonald,1,8.9
Lucy Briers,1,8.9
Robert Austin,1,8.9
Michael P. Clark,1,8.9
Vickie Eng,1,8.9
Lennard Pearce,1,8.9
Lu Xuan,1,8.9
Ziyi Meng,1,8.9
Diana Payan,1,8.9
Andreea Paduraru,1,8.9
Danny Breen,1,8.9
Shilpa Mehta,1,8.9
Max Schimmelpfennig,1,8.9
Jean Verdu,1,8.9
Jenny Sabani,1,8.9
Rozália Kóka,1,8.9
Stéphane Pasquier,1,8.9
Didier Besse,1,8.9
Gilbert Cosme,1,8.9
Tamie Cook,1,8.9
Prem Kakaria,1,8.9
Haruka Shiraishi,1,8.9
David Kasmareck,1,8.9
Alexandros Koliopoulos,1,8.9
Azfar Rehman,1,8.9
Merle Dandridge,4,8.9
Jeff Baker,1,8.9
Akira Matsushita,1,8.9
Irma Patkós,1,8.9
Buster Merryfield,1,8.9
Yuriy Vizbor,1,8.9
Charlotte Palmer,1,8.9
John Killoran,1,8.9
Yefim Kopelyan,1,8.9
Melissa Santos,1,8.9
Yunus Taha Karaaslan,1,8.9
Nikolai Prokopovich,1,8.9
Frederick Warder,1,8.9
Lídia Danis,1,8.9
Milena Nikolova,1,8.9
Polly Maberly,1,8.9
Ramaz Giorgobiani,1,8.9
Jean-Luc Deront,1,8.9
Cem Asan,1,8.9
Mona Wassef,1,8.9
Gemma Lawrence,1,8.9
Ho-San Park,1,8.9
Ambrose Respicio,1,8.9
Joyce Veheary,1,8.9
Spiros Papadopoulos,2,8.9
Michael Bradberry,2,8.9
Alistair Fullarton,1,8.9
Vasil Kakhniashvili,1,8.9
Rabab Hashim,1,8.9
Adam Harrington,1,8.9
Ivane Sakvarelidze,1,8.9
David Traylor,1,8.9
Margit Zsolnay,1,8.9
Martin Rubalcaba,1,8.9
Woody McClain,1,8.9
Asad Siddiqui,1,8.9
Timothy Adams,1,8.9
Samwise Didier,1,8.9
Jason Zumwalt,1,8.9
Zanjin Zhu,1,8.9
Hamdy Gheith,1,8.9
Haikuan Liu,1,8.9
Rajani,1,8.9
Kevin Beardslee,1,8.9
Luke James,1,8.9
Waqar Godhra,1,8.9
Arjuna Bhalla,1,8.9
Gil McKinney,2,8.899999999999999
Keshav Sadhna,2,8.899999999999999
Sarah Hamilton,2,8.899999999999999
Stephan Kampwirth,4,8.899999999999999
Deedee Magno,4,8.875
Holland Roden,12,8.875
Estelle,4,8.875
Michaela Dietz,4,8.875
Yû Shimamura,3,8.866666666666667
Jami Reid-Quarrell,3,8.866666666666667
Andreas Pietschmann,5,8.860000000000003
Xolo Maridueña,12,8.858333333333333
Courtney Henggeler,12,8.858333333333333
Thomas Anguti Johnston,9,8.855555555555554
Joey Richter,2,8.850000000000001
Shinji Kawada,2,8.850000000000001
Bonnie Gruesen,2,8.850000000000001
Tapan Chatterjee,2,8.850000000000001
